Date,AAA,ACB,ANV,ASM,BCG,BCM,BID,BMI,BMP,BSI,BVH,CEO,CII,CTD,CTF,CTG,CTR,DBC,DCM,DGC,DGW,DHC,DIG,DPM,DRC,DXG,EIB,FPT,FRT,FTS,GAS,GEG,GEX,GMD,GVR,HAG,HAH,HBC,HCM,HDB,HDC,HDG,HNG,HPG,HSG,HT1,HUT,HVN,IDC,IDI,IJC,ITA,KBC,KDC,KDH,KOS,LPB,MBB,MBS,MIG,MSN,MWG,NKG,NLG,NT2,NVL,PAN,PC1,PDR,PHR,PLC,PLX,PNJ,POW,PTB,PVD,PVS,PVT,REE,SAB,SAM,SBT,SCR,SHB,SHS,SJS,SSI,STB,SZC,TCB,TCH,TCM,TPB,VC3,VCB,VCG,VCI,VCS,VGC,VHC,VHM,VIB,VIC,VIX,VJC,VND,VNM,VPB,VPI,VRE,VSC
2021-08-27,-0.19737430330112532,,-0.07506468307913072,-0.7773378948894473,-0.8725038626533577,,1.7462991254626763,-0.1835115597102186,-1.5550638517052386,,0.3262652766939508,-0.874989085629064,-0.24158256014013563,-1.4518189392613814,-1.633756820923861,-0.4427111640147074,-1.8386213712049657,-1.7886561180128906,-0.8604870654883849,-1.1380290823044117,-1.1303001494922738,-1.896592451749646,-0.3932455655774642,-1.2803226463753297,-0.26966620293010923,0.766344455373958,-0.881163123728465,-1.3038132237435098,-0.8711131859289284,-0.5250789245201409,-0.53616172068429,-0.7540284532961297,-0.6164435776053485,-0.49463223357606406,-0.6682339881521827,-1.8656333271730219,-0.40752845782357305,-0.9236596073566044,-0.3596359757478036,-0.06670533565364811,-1.2032986065862699,-1.1612007439883156,0.20780167138670236,-0.3089450020176907,-0.4959170300336864,-1.5875223457064507,-1.1245667852695944,-1.3805052893413454,,-0.7326903821736648,-0.10805329368142841,-0.9268891220156041,-0.14184559997453938,-0.4885958712687662,-0.5004082673099985,-1.4825251229811507,,-0.6162050123567289,-0.5382889558168388,,-0.758776346249711,-1.3893974116348904,0.14341312382479707,-0.03547851141808139,-1.1663913975134557,-0.44133833118675053,,0.4149717277441264,-0.5669296938168364,-1.6580767233184939,-1.0736649669078366,-0.42736759804310465,-1.4830066772998909,-0.42560224629791554,-1.5500162484128293,-0.9464963685262325,-0.3389784729814123,-0.40265632170435783,-0.9456473539854624,0.4405451387175563,-0.18534056192589757,-1.0076843224607854,1.2230794547545343,-0.8230116187213825,-0.35039178356268225,-1.4774022928991,-0.2248593887981658,-0.8723526499518346,,-0.28372278469157597,-0.6418165507679798,-1.3780982765453578,-0.5200644247229895,-1.6781898851174268,-0.27992263547513513,,-0.44168247120692633,-1.7738334603139694,-0.5836702520292727,-0.6396170187534638,0.44515762434576045,,0.4254371960494007,,-0.7712983397332744,,0.7520722890827132,-1.1303369821788107,-1.4493305457017878,-0.8414170790403795,-1.1930377458779744
2021-08-30,-0.15129304078851497,,-0.11991832107188438,-0.7619120992805829,-0.8575181052774297,,1.4649696707638071,-0.23648268881077272,-1.6297067254180988,,0.04731857871265022,-0.8412801251774737,-0.3763511854108655,-1.5707460352330818,-1.7054018647782678,-0.5834531747147689,-1.849997875170485,-1.8926997579800116,-0.8035776773003085,-1.1302375875715198,-1.1046775590480118,-1.9274047614799326,-0.36796497777160553,-1.1231168114289987,-0.3038803326221,0.7302284327503576,-1.0255131734561254,-1.31635836483625,-0.865965197538373,-0.5168750792762817,-0.6142178243611939,-0.767031188548593,-0.536301489770795,-0.45464573767629635,-0.6655405700696075,-1.9035733463038718,-0.38770638862344964,-0.9700909879079203,-0.45223631728135805,-0.11126843747448434,-1.2056224352416305,-1.132722838447346,0.22005387698913437,-0.3922290542548093,-0.5979930132825888,-1.7082806438251512,-1.107764174440224,-2.511327011778663,,-0.8600765821785098,-0.09771575391152224,-0.9314839483475448,-0.13439122702828843,-0.47936154495324124,-0.48576546258534237,-1.5018763726551947,,-0.6429439004316803,-0.5523881089745926,,-0.6587843966904274,-0.0845805231506867,0.09246703905789924,-0.06191584598572286,-1.2451996354974029,-0.45937598969100235,,0.4049298292968172,-0.5686361396707328,-1.8587873401479367,-1.079546915508714,-0.4499430210251439,-1.4877358580336262,-0.4649628837061034,-1.5777458300376654,-0.9563481761436609,-0.3941308458082942,-0.4147438618824072,-0.8881994168072812,0.443326223962417,-0.1725782585236235,-1.1278448567128088,1.1023723276923993,-0.7590212184733269,-0.36452858906948243,-1.5155702340338373,-0.23450431105709785,-0.9124854123911906,,-0.3526844948491951,-0.7204224480832339,-1.3384759302324534,-0.6088099780920934,-1.640686140282165,-0.46411030825946586,,-0.4332505689551308,-1.856888070318834,-0.6161788695257171,-0.9302759816965487,0.4236001492452933,,0.5109271881224886,,-0.7432434476587053,,0.7085268734153001,-1.150850871218368,-1.4365471214982524,-0.920414664772909,-1.1893707418966417
2021-08-31,-0.17080564056189276,,-0.11868095688081787,-0.7616442681004714,-0.8017907353103123,,1.589693784246727,-0.27061954145952843,-1.6352546016740614,,-0.24122288061450964,-0.8922861906449219,-0.2235778498310886,-1.6080676126329803,-1.7020249869046244,-0.4675870864817002,-1.8413811211699629,-1.8507417154957766,-0.7903516912969248,-1.1166324917917412,-1.1037668406234582,-1.9665194382685898,-0.35859174518251663,-1.0613094757804338,-0.3164557108567578,0.7390127320460501,-1.021931962629933,-1.3224499463453003,-0.8499085272776016,-0.4751300057602407,-0.7426816442223954,-0.6001778329248795,-0.5786168920836618,-0.4443857627273017,-0.6943442759594614,-1.9301216692752008,-0.382645496369689,-0.8898120088725067,-0.35391558797302786,0.031433741185968866,-1.2460922688290264,-1.1463335867163733,0.2558782870388609,-0.4508943214309008,-0.647095991208866,-1.6386562154398145,-1.0836936516715114,-2.526037107198327,,-0.9167685082312329,-0.13551700761281346,-0.9697539139329598,-0.17129355577122085,-0.4855823325099323,-0.4900168695478719,-1.5348062401647313,,-0.5981989266653932,-0.538208586461716,,-0.6685927083055745,-0.10114166318910381,-0.24321454067719156,-0.07124435518271771,-1.1572194175950232,-0.4709085367406469,,0.4015502612760268,-0.6007324600452408,-1.9925984626552262,-1.0093325016590358,-0.4702352994606941,-1.4594480668086685,-0.4541660973255647,-1.5340384960378133,-1.0152551751257897,-0.4464188373252718,-0.5061567265240697,-0.9226451431602403,0.31745144387335156,-0.24981942241893731,-1.1200504832256881,1.0766979976035134,-0.7717702267518491,-0.31265801145208655,-1.5076665946086083,-0.22319786846784823,-0.8775281447832602,,-0.30339631212571877,-0.767790350632284,-1.3239826083511892,-0.5452188475843338,-1.5901416919381375,-0.5039019667362125,,-0.380790878665505,-1.7163183577564516,-0.5874022481568333,-0.8865877448524393,0.4541761733126404,,0.5260483030874361,,-0.7525339671619836,,0.6905410994159148,-1.1625102254880701,-1.4062703100152416,-0.9547930720111537,-1.1819252611034317
2021-09-01,0.1520891368055123,,-0.202587678599275,-0.7885924363349303,-0.8641832882599306,,1.5294784510438975,-0.25149698485150035,-1.7129328268575539,,-0.21208705448269344,-0.9018329163931604,-0.35128932332310303,-1.597378314427501,-1.694485575581957,-0.4668117377884037,-1.8358403698127472,-1.944179551899739,-0.8547122415716483,-1.0751569021693261,-1.0319611690885129,-1.8826092569053505,-0.38801591545976716,-1.0793446484014397,-0.44826728185167053,0.7319415047311342,-1.0097582088105015,-1.3230170159369739,-0.8815390897235521,-0.49248389829970995,-0.6844819500581826,-0.6484308727877324,-0.6131138789841453,-0.4563243283309714,-0.7336738267143514,-1.9611707435493937,-0.41205949360802785,-0.9620312657379644,-0.40099402439048376,-1.0917659740171046,-1.262590878184778,-1.1133679069340228,0.25595124446608014,-0.49345757723908,-0.6833471761567436,-1.794418365933034,-1.102388803767644,-2.5136208274760063,,-0.9743553018038174,-0.161175716338902,-1.0047867969198734,-0.1787643231971486,-0.50352823286685,-0.47287364575364066,-1.5700046223068242,,-0.6180304095751317,-0.5655913813126626,,-0.6768421115644847,-0.07136366117166212,-0.27535615207761455,-0.05283653072029698,-1.33278669690257,-0.4895627218155611,,0.2755301717350059,-0.5702157914371334,-1.9951401345396182,-1.0704007970962544,-0.5580437033238985,-1.3839919468173687,-0.6199872710710412,-1.5196404815973807,-1.0103268450020946,-0.46880604607067333,-0.5881391015899173,-1.0134642758501449,0.34580525325821687,-0.34466840567671814,-1.1273392562270101,0.9940573868350779,-0.7471849685791497,-0.3331205728284796,-1.4962316785486354,-0.24087827834600384,-0.9053759134546999,,-0.29126159633470927,-0.7913151936761256,-1.323262414637312,-0.5759750439373772,-1.552092586155533,-0.5378115125041623,,-0.41309394765279217,-1.6868177532568005,-0.6208930323845481,-0.9448292196204803,0.430288009717995,,0.517653682179716,,-0.7382471331583853,,0.5962974132226587,-1.1740621996777285,-1.3597070146640624,-1.1274045588312902,-1.182430151007651
2021-09-06,0.0470046182836687,,-0.3349648235943708,-0.8042664816905428,-0.8859974724577873,,1.4683628483177937,-0.1611179782160782,-1.8512896822144531,,-0.16223085878274046,-1.0116746860378,-0.513671696383601,-1.6442217642833976,-1.7125254861024293,-0.4611897179240164,-1.824530338328075,-1.8679797782073893,-0.7747141675589163,-0.9544748099163638,-2.147531134741799,-1.9390894183665102,-0.3602724757832765,-0.9792160740393201,-0.468669845352995,0.5927730381451929,-1.0123158513089647,-1.348280339993992,-0.901420525524656,-0.4758853058067124,-0.7709869847252966,-0.7036572018483116,-0.8522645858040154,-0.48335244687930656,-0.6895382792513438,-1.9837746443315387,-0.4389448713135291,-1.087274394080986,-0.4406997548813757,-1.1917709802651824,-1.289694935839326,-1.105922598906098,0.1424426193290495,-0.582811353094741,-0.7632722098198589,-1.576009074639721,-1.1084753867603783,-2.487674608895798,,-1.0012526019898342,-0.18337277847980868,-1.0263015183934439,-0.17209746406256385,-0.4516073372748547,-0.5600772383861811,-1.5872570480484742,,-0.6800090527686378,-0.5938839538952103,,-0.6212678952729522,-0.10122822196404666,-0.29147385887622673,-0.17154025749108193,-1.3340303349729106,-0.49448086325114743,,0.3142137269273627,-0.5848651121437529,-2.1890850480070956,-0.9823386193385497,-0.5512907735429968,-1.404423309624422,-0.6020886036675535,-1.4062028078252198,-1.006477135530452,-0.502887810130084,-0.6191727616383913,-1.0371223578678934,0.32137281337107526,-0.6224812095985902,-1.2973809405456598,0.752768757359901,-0.6777532359690128,-0.308149752740009,-1.511040362476245,-0.2092454523534899,-0.9504377453986141,,-0.3366154858614057,-0.8554321385849413,-1.2851173774393414,-0.6541125522848938,-1.5296366717832965,-0.6125445065661527,,-0.4377765126096676,-1.5700019722785608,-0.6660743612702152,-1.0885216779192466,0.32201991923059636,,0.4440024114871054,,-0.7120855247754023,,0.5644863444883502,-1.1591701178119815,-1.3878108372108446,-1.1784994837607339,-1.2100022293693238
2021-09-07,0.19650502284262703,,-0.19127509949359264,-0.7517511611585025,-0.7405312740938412,,1.2890525180598202,-0.8734031774048588,-1.8035895988206834,,-0.016301677473245235,-0.9794164993200924,-0.29671581746910186,-1.6293976191115973,-1.7018356710442337,-0.5131295132266747,-1.8456975300614826,-1.9041298772481237,-0.7577203131532225,-1.0258057748867233,-2.127921945230307,-1.9621538722134342,-0.3636747754864863,-0.8658099003594948,-0.3221808016840402,0.6257803202500345,-1.1442738490769286,-1.3086956029066124,-0.8230739379690976,-0.4441073038186808,-0.7194372685462752,-0.5167639267587203,-0.8132129239017295,-0.4339742383154965,-0.6955599100541501,-1.9728475857724974,-0.43532804332983044,-1.024987523364309,-0.43806373808090676,-1.1969515265299877,-1.3252715776737793,-1.1089953430661745,0.17562393955070452,-0.6052876538706161,-0.8047286252184673,-1.5138213946391446,-1.1518487981214482,-2.4449182431848446,,-0.9095102871014346,-0.18053853023093122,-1.0826300480796034,-0.21734743500749323,-0.4991368518188052,-0.5823000618713173,-1.5915617606008805,,-0.6712350614284186,-0.5796154197489081,,-0.6310092411956252,-1.6594806180414357,-0.2416633825378196,-0.11378508844736301,-1.2172537509953765,-0.5061704326275611,,0.4445461111706621,-0.637821048753444,-2.174770458426833,-1.003696978903845,-0.5056405497140426,-1.3727525226432506,-0.442171950920755,-1.39614246385395,-0.9454783998346209,-0.4952514478848205,-0.5295578850669727,-0.912019076834761,0.2759386018300043,-0.5256047518327097,-1.065331583032718,0.8076433354985659,-0.5929843623514448,-0.2999424529199087,-1.578927450356356,-0.19227302752540015,-0.9407552768362648,,-0.35527743241043874,-0.7897796871363024,-1.296842150330752,-0.7545027069788857,-1.5003715352313347,-0.5909043196404903,,-0.4055714971583772,-1.5521876432159467,-0.5216429222754893,-0.8615479576963163,0.24362106702016545,,0.4798363282085934,,-0.7087873467442509,,0.7519171981580761,-1.1814117467501086,-1.2187770779284037,-1.0376085726002666,-1.1718452240846877
2021-09-08,0.21281135868935505,,-0.19545365919291913,-0.7694286259127693,-0.733202011429829,,1.2715921763896758,-0.9136191329751535,-1.6756607977646438,,0.10167743984331457,-0.9626577029664907,-0.2987095554259001,-1.5544949147504425,-1.6136499593343507,-0.49751648917096253,-1.850400912425654,-1.8789583693417975,-0.7511735883761916,-1.0325525460762366,-2.0961117968657232,-1.966293907479447,-0.3589378433701476,-0.8386317952184696,-0.23244701999763667,0.5938346036706328,-1.0873971762105563,-1.2901742345671965,-0.764652469782502,-0.44355806149907134,-0.692613305857348,-0.5462331073991742,-0.8096072545807097,-0.41341514728812495,-0.6982944645825715,-1.9489086252965997,-0.39868910555584625,-0.9576441199910232,-0.41104703285155764,-1.2086014821473057,-1.351514479005134,-1.0887364909686443,0.2587651401701638,-0.6405339363344219,-0.878615942690957,-1.4940740495289944,-1.1553742625282866,-2.3803290252362355,,-0.8889175803378759,-0.18299254820040634,-1.0924696313011713,-0.24225317546297806,-0.48392717188794093,-0.5374069974265676,-1.6188542582992669,,-0.6671872723295986,-0.5710094697296855,,-0.6196987953952784,-1.657056500251761,-0.24995837894975592,-0.06549933159421162,-1.1822563021348569,-0.5049483322332149,,0.4233616239295629,-0.6800169402643269,-2.1499522472607806,-0.9994964091511922,-0.5233690118222518,-1.3498655691572399,-0.397785843630997,-1.3770412299513974,-0.9850484443667309,-0.49273125743888413,-0.5341010284322855,-0.9242994544682829,0.22120821626321938,-0.4472690796586468,-0.9834082777223527,0.7501358915296698,-0.6089257702976333,-0.3268491868792364,-1.570128251916187,0.2550857135286113,-0.9656395173101397,,-0.31545164301370116,-0.7384375181300424,-1.2264668221729393,-0.7272486286125011,-1.4538543121466847,-0.605007648669587,,-0.41497614794385007,-1.5790069056743816,-0.520279294354168,-0.8466399044170695,0.3563772817723124,,0.6268964489914,,-0.6856119767394583,,0.8533632840222763,-1.1282167411858235,-1.3324592993000324,-1.0419475190363903,-1.156762149240986
2021-09-09,0.11135951065047128,,-0.26287580315419057,-0.8012453979921542,-0.7082390946062791,,1.187746357024285,-0.956514087299134,-1.703015989628835,,-0.044032980730450755,-1.049957689845358,-0.3951344866361518,-1.5489946494723745,-1.6160921371754333,-0.5145110498073073,-1.878479470188993,-1.8788327444356707,-0.7482098809206451,-1.0288713049371307,-2.1027570626140424,-1.9770101458885856,-0.323124773873521,-0.7948539303998658,-0.3637566533516186,0.9315158299685193,-1.077734661152205,-1.304491027088628,-0.8184023195009635,-0.45696931960772236,-0.7783681306586737,-0.5933440435064186,-0.9314826724032874,-0.42699733968998377,-0.7406986841639132,-1.9766182110844681,-0.42959851369654467,-0.9846710127268127,-0.43520710539524543,-1.1509409452221728,-1.3194526481325577,-1.0663559150949624,0.20356086608193363,-0.6942086401734939,-0.9527945555772777,-1.6020492035210694,-1.1192647596485459,-2.244364068216621,,-1.0407024280331945,-0.21006868733141815,-1.0528683695998688,-0.23902467837822794,-0.4826134102192259,-0.5625312458348162,-1.6854507091864022,,-0.6846461566263338,-0.5829101333083363,,-0.6362155416933151,-1.6751384430420009,-0.25617716232746146,-0.7030967893445801,-1.2432996588518748,-0.4966986787883811,,0.348309522066223,-0.6778722002269704,-2.2503963706479246,-0.999701535959148,-0.6624988836858394,-1.5009570431164811,-0.5311749667008232,-1.3652848917125484,-1.0303822228048913,-0.5663202424679042,-0.5978932052391415,-0.9928294379073825,0.23878859187584817,-0.4491820024568797,-1.0751327041538352,0.7808460188159646,-0.5944135679782732,-0.3338523784524715,-1.5064122245359548,0.28156692161244024,-0.9641202517092774,,-0.3446404654199339,-0.6599656654941516,-1.1939278000511957,-0.8581663755376014,-1.422404418005822,-0.581969629181285,,-0.3931013746602364,-1.5213202507831673,-0.5750124799861108,-1.0268061008566738,0.3694978495605822,,0.6864652225852106,,-0.7446664399078744,,0.8589145583673156,-1.156332849857351,-1.3157836921421477,-1.1345933707971216,-1.1577551632416947
2021-09-10,0.0887060598107452,,-0.26614854485607287,-0.7670465093607057,-0.6881836566128616,,1.187073575984785,-0.9956526096487958,-1.7278099813712284,,-0.2179815622173743,-1.0358487912466214,-0.3146180165282473,-1.6145803660507165,-1.61045314777693,-0.5365979364475022,-1.8564939693323943,-1.8584965503494875,-0.693436846842134,-0.9868471402023847,-2.07727435206953,-1.9503922091311239,-0.28444460490874235,-0.6787880436413093,-0.2982803510017583,0.9975094392837076,-1.1464056674917678,-1.3466957922253497,-0.8128438555010198,-0.47532896639470396,-0.7937917728143122,-0.48701010329581174,-0.8508012050060121,-0.3827124704102229,-0.7034529338008153,-1.969278605524528,-0.42910022424345196,-0.9662818294389212,-0.45235741681539143,-1.0983763886762776,-1.3358377597887376,-1.0528305475654418,0.13414575686434865,-0.6567628548591865,-0.9245952566509823,-1.5236918595906874,-1.121461454570077,-2.1544729435174466,,-1.1338151792141753,-0.19038121258208185,-1.060111150778153,-0.22311765764591804,-0.4636394738939893,-0.5839500282523156,-1.7643528412073044,,-0.702626075095188,-0.581526098624368,,-0.6064960619660202,-1.6774191085135164,-0.2197711726351273,-0.6862772442973599,-1.2052112806744404,-0.499972194033338,,0.49694543787156337,-0.6820426453686093,-2.2987904496400726,-0.9053666235259393,-0.6733312925605186,-1.5986258630106371,-0.5365393632366667,-1.2970148157604133,-1.0162918771980816,-0.5506546573173154,-0.5721403902769786,-0.9508100093272316,0.13833055238032793,-0.4079529455896322,-0.975750907243049,0.6779872175649799,-0.5894926836653956,-0.3542867020590873,-1.5103640396664517,0.2761885607913264,-0.9823858699113466,,-0.37076079072293794,-0.42029155632449766,-1.1890867622055123,-0.8448173614798543,-1.4360151692566943,-0.6104671304678051,,-0.43384015317388336,-1.5008240466059042,-0.4668108051131087,-1.1412221960657607,0.35006867378955764,,0.677660105563122,,-0.7220254981201404,,0.7146591703581748,-1.208970713326044,-1.3311343785814613,-1.24235062253737,-1.1679364618052326
2021-09-13,-0.25820282418610635,,-0.05630351973026018,-0.7313152156504952,-0.5242018247552035,,1.299706222257762,-1.0040629310999498,-1.7692045330175157,,0.01710720953255307,-1.0278920779123946,-0.19679873042229218,-1.6161650769040623,-1.5957378232546957,-0.45164486338837123,-1.8429270190844644,-1.8264899190064448,-0.6956740889441769,-1.0494838222280065,-2.0922677381796255,-1.9633541722252945,-0.24858826551118496,-0.6834080337793028,-0.26501339075939156,0.9381674307321364,-1.129758634295512,-1.3820605316163923,-0.8811212375179813,-0.5061256042842874,-0.8034284704913419,-0.5009060411092001,-0.6503889608133302,-0.4360608814273187,-0.6285055901097123,-1.97454007738568,-0.4580817398020779,-0.94676048721685,-0.3601098426936207,-1.0364334430758653,-1.3931803231533435,-1.0545419958332414,0.07967833479378805,-0.6251496816942647,-0.9010718386565806,-1.4674570817856813,-1.1692617704690325,-2.04633845846685,,-1.1277319882117083,-0.21794471918763242,-1.1114951191540319,-0.1664150943115596,-0.6178357556034823,-0.6708191126003318,-1.8118171880652572,,-0.6472159075264988,-0.5513027360263683,,-0.6315769752136771,-1.7353860024733534,-0.2044014078662848,-0.7228985482500231,-1.1879387730545714,-0.5151654574689642,,0.5645942876683654,-0.7459397964626199,-2.2311528393504614,-0.8379002802907947,-0.6619117977238432,-1.5246640262131441,-0.4187906535272512,-1.2719009959303702,-1.0384835949085258,-0.5899545855420351,-0.5803039863356068,-0.8657656972796242,-0.1840479741810412,-0.5292997119795962,-0.738454556339599,0.508485977328031,-0.5789737784737595,-0.369549666465266,-1.5787845181717945,0.2376523465930651,-1.0330617044346575,,-0.36354322014548823,-0.4634120481889153,-1.1967813798025606,-0.9425964606177433,-1.415739799869651,-0.5134351623223553,,-0.48186826823987144,-1.577213815208833,-0.2518028436871993,-1.2163869369257863,0.33884450245448283,,0.6398749377342066,,-0.6675993127294092,,0.6365272905829803,-1.237329687119373,-1.2365964303638632,-1.2376205151185427,-1.1781386320614633
2021-09-14,-0.22698421396396568,,0.034892393438015534,-0.7132065232418275,-0.5730754244552908,,1.3963011146137896,-1.0643931558559174,-1.730544565981699,,0.15100302579765745,-1.098199776528592,-0.04013929524270976,-1.521573344659937,-1.610291787389897,-0.4816997102785218,-1.8257756328552874,-1.8395555788232332,-0.7574497182805469,-1.0841120291555275,-2.0551370488910976,-2.016743042161762,-0.18016561179433305,-0.7528811036389881,-0.19537960696941703,1.0687145679174548,-1.1527375600458947,-1.3698526274793856,-0.9081055513074914,-0.48851615957221284,-0.8272308013582312,-0.5753211344687389,-0.5395982038839364,-0.45152272231735985,-0.6533999462277259,-1.9381361644496038,-0.4581777689475822,-0.9114988921645908,-0.22997245048843745,-0.9951564510912714,-1.406520644580094,-1.0288780513437494,0.14958153948175243,-0.6197751387839807,-0.9657757352726185,-1.3476899360117653,-1.1509899425057037,-1.9469224464132266,,-0.9904142220166275,-0.17577797575907425,-1.0675853254499617,-0.1851881114703953,-0.4899354845352667,-0.6266181312125708,-1.8532272261050882,,-0.6913684633513311,-0.5109716400979145,,-0.6820658396016117,-1.7428141421286738,-0.2051376454955467,-0.5798884632886223,-1.0948472008248915,-0.5029965019410912,,0.5567262537681723,-0.7572953506524673,-2.1622775449622096,-0.7976659522998216,-0.633250096276238,-1.4097001645726202,-0.23857358134814632,-1.2748999937420127,-1.0294914398779464,-0.5828259745241265,-0.5490163877233225,-0.8766937186637345,-0.30512427905372863,-0.5011235481495113,-0.7600979120320024,0.6975037473431386,-0.5640302838381692,-0.32764992364236856,-1.6016573442938349,0.27121001959509633,-1.038738881860471,,-0.3510648963378653,-0.4751491645057786,-1.175903293530734,-0.9345800723900541,-1.3520628258545067,-0.5399137608025546,,-0.44761731717196224,-1.5310443023784595,-0.18858422532687136,-1.1552730682009646,0.34516316794773144,,0.7186606609294813,,-0.6022326742522781,,0.6581110613328239,-1.234931735867405,-1.0710015986945864,-1.2853346567625168,-1.05630359221293
2021-09-15,-0.28604773236592196,,-0.04041109286532407,-0.7204633469074074,-0.5858292526245358,,1.3189785017233435,-1.0905990940694903,-1.7621683605616405,,0.1022289026041856,-1.1165004840208643,-0.13272691778300927,-1.5078833861772472,-1.6348073613288574,-0.4996332472016666,-1.8167006494750342,-1.8297787984600045,-0.6710146274906044,-1.0157657545128824,-2.014859226280631,-2.0111595113454994,-0.17563058765181833,-0.6451311576305017,-0.24741436971485792,0.9829522214981378,-1.139476631867797,-1.3576729456576084,-0.8932331799423064,-0.49374692627345074,-0.9526845898915477,-0.7349939504364379,-0.5723696714437826,-0.43119634900988046,-0.6636966144780068,-1.912950966923822,-0.4207131649732643,-0.9879559488196371,-0.3400277370126861,-1.0033263561484536,-1.4506764203612776,-1.041355285060512,0.10799226181296931,-0.6743945692411051,-1.0717927039552497,-1.48409055795203,-1.139529030974446,-1.9010636487438686,,-1.0288934915289947,-0.18801981035506143,-1.0983759847966863,-0.20283761127392194,-0.44608760203019016,-0.6109184884936749,-1.879548872534746,,-0.6955270946955546,-0.5495382469953181,,-0.6937087754864483,-1.7732570509843757,-0.19897713636734338,-0.5859879463467617,-0.943298516517283,-0.5093286499141977,,0.49690639168463513,-0.7912365564628929,-2.11392162793428,-0.824631509415399,-0.7035726056448699,-1.5825065502693652,-0.3545025201633577,-1.2992363860417262,-1.046052817940451,-0.6239581555363889,-0.5608223603114557,-0.8999506504310386,-0.2842363440994279,-0.49286847984210547,-0.7755511926563983,0.6461029777402993,-0.5859521662136842,-0.33008668810242725,-1.650219487371652,0.23628596012538616,-1.0597381534187114,,-0.3528716944296648,-0.5465579755725076,-1.147655642899719,-0.9973336790455939,-1.3712287648949208,-0.4229204911861506,,-0.44855240767345295,-1.5716758269256956,-0.15267361749072894,-1.2324060399034495,2.619740046546022,,0.7508912999820181,,-0.6309924412142653,,0.7225438328122374,-1.2433738975199387,-1.1629213692221723,-1.3472607548528794,-1.0616914508363675
2021-09-16,-0.25038316278285966,,-0.0020385123326137067,-0.7263549344309232,-0.5446766326594882,,1.1522746611028998,-1.2277125780826852,-1.754254708805549,,0.04141708874539804,-1.1680748597152597,-0.11988197709803212,-1.5220882884414972,-1.592922002979399,-0.5031506701523512,-1.8264523787981901,-1.820535261462178,-0.6801470172649371,-1.0440164205387896,-1.897764336591446,-2.0079751312883958,-0.17770823091426768,-0.5840034628262455,-0.37917534052801594,0.9599525708400016,-1.081487561431799,-1.353455323305035,-0.892687027788665,-0.4573436300318333,-0.9958329330561962,-0.6711145546818083,-0.6007456482981026,-0.442173541511894,-0.6553606774810127,-1.8933935452651531,-0.4072850570262506,-0.9729167538554995,-0.20311891041824842,-0.966614912006834,-1.4565492225543337,-1.0458123126420076,0.05490399472650864,-0.6612526999765252,-1.083435937277504,-1.4715657716776511,-1.1219229362516057,-1.9395307566327373,,-1.024539067136404,-0.20269850124748162,-1.056590072385395,-0.20940585356738145,-0.4444852181807176,-0.6652550138417812,-1.8603097838991491,,-0.7004658863541309,-0.48758608926635205,,-0.7310192130639142,-1.7938784297307633,-0.15065612040938114,-0.5606581416464351,-1.077683466172956,-0.5133176079462005,,0.5373994758385368,-0.7807205898308361,-2.0806092999676444,-0.833058533919725,-0.7229572372212641,-1.6543812250757812,-0.3359338935992834,-1.3490791956518857,-1.043271760307225,-0.6214392285066819,-0.506198064291725,-0.8737047153082277,-0.13086552282398126,-0.51505696758726,-0.7608164799638997,0.5850343158195047,-0.5272635996531327,-0.21939432725781804,-1.6359767441331174,-0.2124404783193734,-1.0144386134697727,,-0.36387205917981946,-0.42568200689827235,-1.1398673286283565,-0.9969230507015813,-1.3504826979373654,-0.5098155587597994,,-0.36699858696686827,-1.6400087021929286,-0.07700063351637898,-1.1167495808425716,2.7464721320007355,,1.085123555590263,,-0.6262056935282326,,0.6898986614771628,-1.2425398032037092,-1.123488650842674,-1.5179041862752478,-1.0970319780674305
